qasrl_id	sentence	worker_id	full_question	full_answer	question_start	question_aux	question_body	answer	untokenized sentence	target indices for untok sent
Wiki1k:wikinews:1165941:1:2	The 48-year-old driver , who alerted emergency services to the incident , was uninjured but apparently shaken .	Worker-7	What is the reason the 48-year-old driver alerted emergency services	the incident	What is the reason	_	The 48-year-old driver alerted emergency services	the incident	The 48-year-old driver, who alerted emergency services to the incident, was uninjured but apparently shaken.	4,10,14
Wiki1k:wikinews:1005448:3:0	A spokesperson for the charity told the British newspaper The Daily Telegraph : `` We put the money into large managed funds , as many other leading charities and pension funds do .	Worker-7	What is similar to the charity putting the money into large managed funds	many other leading charities and pension funds do	What is similar to	_	the charity putting the money into large managed funds	many other leading charities and pension funds do	A spokesperson for the charity told the British newspaper The Daily Telegraph: " We put the money into large managed funds, as many other leading charities and pension funds do.	5,14,19,24,29
Wiki1k:wikinews:1084340:5:0	The announcement follows controversial reports of wrecked refugee boats found near Indonesian shores by the local police .	Worker-7	What is the result of controversial reports of wrecked refugee boats found near Indonesian shores by the local police	The announcement	What is the result of	_	controversial reports of wrecked refugee boats found near Indonesian shores by the local police	The announcement	The announcement follows controversial reports of wrecked refugee boats found near Indonesian shores by the local police.	2,9
Wiki1k:wikinews:1084340:5:0	The announcement follows controversial reports of wrecked refugee boats found near Indonesian shores by the local police .	Worker-7	After what was the announcement	controversial reports of wrecked refugee boats found near Indonesian shores by the local police	After what	was	the announcement	controversial reports of wrecked refugee boats found near Indonesian shores by the local police	The announcement follows controversial reports of wrecked refugee boats found near Indonesian shores by the local police.	2,9
Wiki1k:wikinews:1084340:5:1	The refugees had reported being towed back from Australia by the Australian Navy , which had originally deceptively claimed Christmas Island as the refugees ' destination .	Worker-7	In what manner did the Australian Navy claim Christmas Island as the refugees\' destination	deceptively	In what manner	did	the Australian Navy claim Christmas Island as the refugees\' destination	deceptively	The refugees had reported being towed back from Australia by the Australian Navy, which had originally deceptively claimed Christmas Island as the refugees\' destination.	5,17
Wiki1k:wikinews:1084340:5:1	The refugees had reported being towed back from Australia by the Australian Navy , which had originally deceptively claimed Christmas Island as the refugees ' destination .	Worker-7	In what manner did the refugees report being towed back from Australia	by the Australian Navy	In what manner	did	the refugees report being towed back from Australia	by the Australian Navy	The refugees had reported being towed back from Australia by the Australian Navy, which had originally deceptively claimed Christmas Island as the refugees\' destination.	5,17
Wiki1k:wikinews:1005448:3:1	On balance , we believe this is the approach that will deliver the greatest benefits to the most vulnerable people . ''	Worker-7	What is the result of balance	we believe this is the approach that will deliver the greatest benefits to the most vulnerable people	What is the result of	_	balance	we believe this is the approach that will deliver the greatest benefits to the most vulnerable people	On balance, we believe this is the approach that will deliver the greatest benefits to the most vulnerable people .  "	3,5,10
Wiki1k:wikinews:1093020:10:0	The Daily Mail and Mirror were back in court the next year for their coverage of a trial involving serial killer Levi Bellfield .	Worker-7	What is the reason the Daily Mail and Mirror were back in court the next year	for their coverage of a trial involving serial killer Levi Bellfield	What is the reason	_	the Daily Mail and Mirror were back in court the next year	for their coverage of a trial involving serial killer Levi Bellfield	The Daily Mail and Mirror were back in court the next year for their coverage of a trial involving serial killer Levi Bellfield.	5,18
Wiki1k:wikinews:1165941:2:0	Sergeant Jo McPherson of Police Scotland said of the area in which the accident occurred : `` Despite it being in the early hours of the morning this route can often be busy with taxis and cars as people make their way out of the city centre . ''	Worker-7	What is the result of people making their way out of the city centre	Despite it being in the early hours of the morning this route can often be busy with taxis and cars	What is the result of	_	people making their way out of the city centre	Despite it being in the early hours of the morning this route can often be busy with taxis and cars	Sergeant Jo McPherson of Police Scotland said of the area in which the accident occurred: " Despite it being in the early hours of the morning this route can often be busy with taxis and cars as people make their way out of the city centre .  "	14,30,38
Wiki1k:wikinews:1165941:2:0	Sergeant Jo McPherson of Police Scotland said of the area in which the accident occurred : `` Despite it being in the early hours of the morning this route can often be busy with taxis and cars as people make their way out of the city centre . ''	Worker-7	Despite what can this route often be busy with taxis and cars as people make their way out of the city centre	it being in the early hours of the morning	Despite what	_	can this route often be busy with taxis and cars as people make their way out of the city centre	it being in the early hours of the morning	Sergeant Jo McPherson of Police Scotland said of the area in which the accident occurred: " Despite it being in the early hours of the morning this route can often be busy with taxis and cars as people make their way out of the city centre .  "	14,30,38
Wiki1k:wikinews:1165941:2:0	Sergeant Jo McPherson of Police Scotland said of the area in which the accident occurred : `` Despite it being in the early hours of the morning this route can often be busy with taxis and cars as people make their way out of the city centre . ''	Worker-7	What is the reason this route can often be busy with taxis and cars	people make their way out of the city centre	What is the reason	_	this route can often be busy with taxis and cars	people make their way out of the city centre	Sergeant Jo McPherson of Police Scotland said of the area in which the accident occurred: " Despite it being in the early hours of the morning this route can often be busy with taxis and cars as people make their way out of the city centre .  "	14,30,38
